rushid_int,has_relative_rush,closeness_rush,relation_types_rush,n_relatives_rush,multiple_relatives_rush,has_blood_relative_rush,relative_names_rush
4635,1,parent,indirect; parent,2,1,1,4634 | 4636
4634,1,indirect,indirect,2,1,1,4635 | 4636
4636,1,child,child; indirect,2,1,1,4634 | 4635
6457,1,child,child; indirect,2,1,1,2366 | 6617
6959,1,nibling,indirect; nibling,2,1,1,2390 | 6958
6958,1,child,child; indirect,2,1,1,2390 | 6959
2885,1,sibling,grandchild; indirect; sibling,3,1,1,5052 | 6970 | 8391
4617,1,parent,indirect; parent,2,1,1,2081 | 2403
2081,1,parent,indirect; parent,4,1,1,1196 | 1341 | 4617 | 5699
2388,1,indirect,indirect,1,0,1,2102
2102,1,child,child; cousin; indirect; sibling,5,1,1,1353 | 2200 | 2388 | 3486 | 7764
6952,1,indirect,indirect,1,0,1,6535
6535,1,child,child; grandchild; indirect,3,1,1,1166 | 6537 | 6952
7594,1,parent,grandparent; indirect; parent; pibling,5,1,1,2264 | 2265 | 4512 | 4513 | 6676
6676,1,sibling,indirect; nibling; sibling,5,1,1,2264 | 2265 | 4512 | 4513 | 7594
1086,1,indirect,indirect,1,0,1,4378
4378,1,indirect,indirect,1,0,1,1086
5591,1,grandparent,grandparent; indirect,2,1,1,2784 | 7633
7633,1,indirect,indirect,1,0,1,5591
5611,1,indirect,indirect,1,0,1,8746
8746,1,indirect,indirect,1,0,1,5611
5618,1,indirect,indirect,1,0,1,2543
2543,1,indirect,indirect,1,0,1,5618
7782,1,indirect,indirect,1,0,1,2904
2904,1,indirect,indirect,1,0,1,7782
6357,1,indirect,indirect,1,0,1,2060
2060,1,indirect,indirect,1,0,1,6357
1772,1,sibling,indirect; sibling,3,1,1,2429 | 2431 | 872
872,1,indirect,indirect,1,0,1,1772
2207,1,indirect,indirect,1,0,1,2039
2448,1,parent,grandchild; indirect; parent; pibling,4,1,1,1784 | 2447 | 2449 | 8808
1784,1,child,child; indirect; parent,3,1,1,1455 | 2448 | 8956
784,1,nibling,indirect; nibling,3,1,1,3705 | 3706 | 3949
3705,1,child,child; indirect; parent; pibling,4,1,1,3706 | 3949 | 784 | 785
3706,1,child,child; grandchild; indirect; sibling,4,1,1,3705 | 3949 | 784 | 785
3949,1,parent,grandparent; indirect; parent; pibling,4,1,1,3705 | 3706 | 784 | 785
785,1,sibling,indirect; nibling; sibling,3,1,1,3705 | 3706 | 3949
7175,1,nibling,indirect; nibling,3,1,1,1722 | 7176 | 787
7176,1,indirect,indirect,2,1,1,7175 | 787
787,1,pibling,indirect; pibling,3,1,1,1722 | 7175 | 7176
2844,1,child,child; indirect,2,1,1,5636 | 5638
5636,1,parent,indirect; parent; spouse,3,1,1,2844 | 5637 | 5638
4701,1,child,child; indirect,2,1,1,4497 | 4702
4779,1,indirect,indirect,1,0,1,8569
8569,1,child,child; indirect,2,1,1,4779 | 9381
6994,1,cousin,cousin; indirect,5,1,1,2497 | 6993 | 7810 | 7812 | 9026
7810,1,indirect,indirect,1,0,1,6994
2497,1,parent,indirect; parent; pibling; sibling,4,1,1,2498 | 6993 | 6994 | 9026
6993,1,child,child; grandchild; indirect; sibling,5,1,1,1795 | 2497 | 2498 | 6994 | 9026
9026,1,sibling,cousin; indirect; nibling; sibling,3,1,1,2497 | 6993 | 6994
8069,1,parent,grandparent; indirect; parent,3,1,1,1964 | 2487 | 7842
7842,1,child,child; indirect,2,1,1,8069 | 8405
5638,1,parent,indirect; parent; spouse,3,1,1,2844 | 5636 | 5637
5637,1,child,child; indirect,2,1,1,5636 | 5638
4728,1,indirect,indirect,1,0,1,8706
8706,1,indirect,indirect,1,0,1,4728
8146,1,indirect,indirect,1,0,1,2601
2601,1,parent,indirect; parent,2,1,1,2600 | 8146
2115,1,child,child; indirect,2,1,1,6680 | 7784
6680,1,sibling,grandchild; indirect; sibling,3,1,1,2115 | 2837 | 7784
1530,1,parent,indirect; parent,2,1,1,3384 | 7359
3384,1,indirect,indirect,1,0,1,1530
1060,1,parent,indirect; parent,2,1,1,6474 | 9025
9025,1,child,child; indirect; nibling,4,1,1,1060 | 2472 | 5146 | 792
7345,1,sibling,indirect; sibling,2,1,1,1041 | 7346
7346,1,indirect,indirect,2,1,1,1041 | 7345
478,1,indirect,indirect,1,0,1,9068
9068,1,indirect,indirect,1,0,1,478
7591,1,indirect,indirect,1,0,1,1551
1551,1,parent,indirect; parent; pibling,3,1,1,6443 | 6751 | 7591
3987,1,parent,indirect; parent; pibling; sibling,5,1,1,3903 | 3904 | 3985 | 3986 | 3989
3852,1,nibling,indirect; nibling,2,1,1,3853 | 8337
8337,1,parent,grandparent; indirect; parent; pibling; sibling,5,1,1,1480 | 1974 | 3852 | 6711 | 6712
7026,1,sibling,indirect; nibling; sibling,4,1,1,7020 | 7021 | 824 | 8246
8246,1,indirect,indirect,3,1,1,7020 | 7021 | 7026
7021,1,sibling,indirect; sibling,2,1,1,7026 | 8246
7020,1,sibling,indirect; nibling; sibling,3,1,1,7026 | 824 | 8246
2541,1,parent,indirect; nibling; parent; sibling,6,1,1,2540 | 2880 | 7609 | 7651 | 7983 | 8752
2540,1,child,child; grandchild; indirect,6,1,1,2541 | 2880 | 7609 | 7651 | 7983 | 8752
894,1,parent,grandparent; indirect; parent; sibling,4,1,1,4584 | 7234 | 9027 | 9028
7234,1,indirect,indirect,1,0,1,894
4046,1,indirect,indirect,1,0,1,3922
3922,1,indirect,indirect,1,0,1,4046
6805,1,indirect,indirect,1,0,1,6802
6802,1,indirect,indirect,1,0,1,6805
1934,1,indirect,indirect,1,0,1,8663
8663,1,indirect,indirect,1,0,1,1934
2667,1,sibling,indirect; sibling,3,1,1,2666 | 7070 | 7071
7071,1,child,child; indirect,2,1,1,2667 | 7072
5078,1,indirect,indirect,1,0,1,5077
5077,1,indirect,indirect,1,0,1,5078
5127,1,indirect,indirect,1,0,1,5128
5128,1,indirect,indirect; spouse,3,1,1,1441 | 5127 | 5129
7035,1,parent,indirect; parent; sibling,3,1,1,2602 | 7034 | 7036
2602,1,child,child; grandparent; indirect; parent; sibling,4,1,1,7033 | 7034 | 7035 | 7036
7066,1,indirect,indirect,1,0,1,7067
7067,1,indirect,indirect,1,0,1,7066
8821,1,parent,indirect; parent,2,1,1,1830 | 8139
1015,1,parent,indirect; parent; pibling,3,1,1,3771 | 6163 | 7355
7355,1,child,child; indirect,2,1,1,1015 | 1057
4875,1,indirect,indirect,1,0,1,5640
5640,1,indirect,indirect,1,0,1,4875
6160,1,indirect,indirect,1,0,1,1954
1954,1,indirect,indirect,1,0,1,6160
3056,1,parent,cousin; indirect; parent; pibling,6,1,1,3054 | 3055 | 3057 | 3058 | 3059 | 3060
2963,1,indirect,indirect,1,0,1,8157
8157,1,indirect,indirect,1,0,1,2963
6115,1,indirect,indirect,1,0,1,9301
9301,1,indirect,indirect,1,0,1,6115
2645,1,sibling,indirect; nibling; sibling,2,1,1,2100 | 7057
2100,1,parent,indirect; parent; pibling,2,1,1,2645 | 7057
7845,1,parent,grandparent; indirect; parent,3,1,1,7510 | 821 | 9115
9115,1,child,child; indirect; nibling; sibling,5,1,1,7184 | 7510 | 7845 | 809 | 821
984,1,indirect,indirect,1,0,1,1110
1110,1,child,child; indirect,4,1,1,1109 | 1111 | 1972 | 984
4212,1,sibling,indirect; pibling; sibling,4,1,1,1699 | 6450 | 6633 | 6826
6633,1,indirect,indirect,1,0,1,4212
6769,1,child,child; grandchild; indirect,3,1,1,2505 | 6768 | 9005
9005,1,child,child; grandchild; indirect,3,1,1,1534 | 6769 | 9006
1589,1,child,child; indirect; sibling,4,1,1,1210 | 1590 | 1868 | 2604
2604,1,grandparent,grandparent; indirect,2,1,1,1589 | 4613
1857,1,parent,indirect; nibling; parent,3,1,1,1186 | 3032 | 3034
6127,1,indirect,indirect,1,0,1,8481
2553,1,indirect,indirect,1,0,1,2740
2740,1,child,child; indirect,2,1,1,2553 | 7616
4168,1,nibling,indirect; nibling,2,1,1,3016 | 3017
3017,1,child,child; indirect,2,1,1,3016 | 4168
3016,1,parent,indirect; parent; pibling,4,1,1,3017 | 4168 | 4866 | 4867
4867,1,child,child; grandchild; indirect,3,1,1,271 | 3016 | 4866
4866,1,parent,indirect; parent,2,1,1,3016 | 4867
8718,1,parent,indirect; parent,3,1,1,6347 | 8096 | 8498
7856,1,parent,indirect; parent,2,1,1,52 | 6843
9098,1,indirect,indirect,1,0,1,1735
1735,1,indirect,indirect,1,0,1,9098
2088,1,indirect,indirect,2,1,1,1119 | 6293
6293,1,sibling,indirect; sibling,2,1,1,1119 | 2088
1119,1,sibling,indirect; sibling,2,1,1,2088 | 6293
1405,1,cousin,cousin; indirect,3,1,1,1404 | 4629 | 5313
5313,1,indirect,indirect,1,0,1,1405
4629,1,indirect,indirect,1,0,1,1405
15,1,pibling,cousin; indirect; pibling,3,1,1,16 | 6456 | 6905
6456,1,child,child; indirect,3,1,1,1475 | 15 | 2260
1219,1,grandparent,grandparent; indirect,2,1,1,6567 | 7113
7113,1,indirect,indirect,1,0,1,1219
6623,1,child,child; indirect,5,1,1,2223 | 2306 | 5676 | 5677 | 5678
5676,1,child,child; grandchild; indirect,4,1,1,2306 | 5677 | 5678 | 6623
5678,1,parent,indirect; nibling; parent; sibling,4,1,1,2306 | 5676 | 5677 | 6623
5677,1,parent,indirect; nibling; parent; sibling,4,1,1,2306 | 5676 | 5678 | 6623
7546,1,pibling,indirect; pibling,2,1,1,1115 | 7611
2122,1,sibling,indirect; sibling,2,1,1,5075 | 7642
5075,1,indirect,indirect,1,0,1,2122
7642,1,sibling,indirect; sibling,2,1,1,2122 | 6740
5987,1,indirect,indirect,1,0,1,4650
4650,1,indirect,indirect,1,0,1,5987
7283,1,nibling,indirect; nibling,3,1,1,1026 | 7631 | 943
7631,1,sibling,indirect; nibling; pibling; sibling,4,1,1,1026 | 7283 | 7984 | 943
1026,1,child,child; indirect; pibling; sibling,5,1,1,2015 | 7283 | 7631 | 7984 | 943
7566,1,sibling,indirect; sibling,2,1,1,2687 | 4649
4649,1,indirect,indirect,1,0,1,7566
959,1,parent,indirect; parent,3,1,1,6030 | 7291 | 960
960,1,sibling,indirect; pibling; sibling,4,1,1,4689 | 7291 | 7311 | 959
7291,1,sibling,indirect; pibling; sibling,3,1,1,4689 | 959 | 960
961,1,child,child; indirect,2,1,1,2756 | 7799
2756,1,grandchild,grandchild; indirect,2,1,1,7799 | 961
6033,1,sibling,indirect; nibling; sibling,4,1,1,1254 | 1255 | 2903 | 6637
6637,1,child,child; indirect; nibling; sibling,6,1,1,1347 | 2569 | 6033 | 6638 | 9085 | 9092
6043,1,indirect,indirect,1,0,1,2854
2854,1,parent,cousin; indirect; nibling; parent; pibling; sibling,8,1,1,1369 | 2499 | 2853 | 2855 | 6043 | 7311 | 7313 | 7314
6046,1,indirect,indirect,1,0,1,7036
7036,1,parent,child; indirect; parent; sibling,5,1,1,2602 | 6046 | 7033 | 7034 | 7035
9184,1,indirect,indirect,1,0,1,6059
545,1,indirect,indirect,1,0,1,8778
8778,1,grandparent,grandparent; indirect,2,1,1,545 | 6479
8844,1,indirect,indirect,1,0,1,5665
5665,1,indirect,indirect,1,0,1,8844
5955,1,sibling,indirect; sibling,3,1,1,4716 | 5699 | 8992
4716,1,child,child; indirect; sibling,6,1,1,3527 | 3528 | 3529 | 3530 | 4717 | 5955
7688,1,parent,indirect; parent; sibling,4,1,1,1096 | 2136 | 2208 | 936
2136,1,parent,indirect; parent; sibling,3,1,1,2208 | 7688 | 936
2208,1,grandchild,grandchild; indirect,4,1,1,2136 | 3256 | 7688 | 936
936,1,child,child; indirect,3,1,1,2136 | 2208 | 7688
5964,1,indirect,indirect,2,1,1,2116 | 6394
2116,1,grandchild,grandchild; indirect,2,1,1,5964 | 6394
6394,1,grandparent,grandparent; indirect,2,1,1,2116 | 5964
4955,1,sibling,cousin; indirect; sibling,3,1,1,4957 | 736 | 9114
736,1,sibling,indirect; sibling,3,1,1,4955 | 4957 | 7621
4957,1,sibling,cousin; indirect; sibling,3,1,1,4955 | 736 | 9114
8808,1,grandparent,grandparent; indirect,3,1,1,1943 | 2448 | 2449
2449,1,child,child; indirect; parent,3,1,1,2447 | 2448 | 8808
8776,1,child,child; indirect,2,1,1,310 | 9263
9263,1,indirect,indirect; spouse,2,1,1,310 | 8776
2507,1,child,child; indirect; nibling; sibling,5,1,1,2569 | 3476 | 4808 | 4809 | 4810
2569,1,parent,grandchild; indirect; parent,4,1,1,2507 | 4808 | 6637 | 9092
3476,1,parent,indirect; nibling; parent,5,1,1,1706 | 1707 | 2507 | 3477 | 5234
4828,1,indirect,indirect,1,0,1,4829
4829,1,indirect,indirect,1,0,1,4828
7379,1,parent,indirect; parent; sibling,4,1,1,1764 | 1765 | 1768 | 6865
9040,1,sibling,indirect; nibling; sibling,3,1,1,2626 | 9041 | 9110
2626,1,parent,grandparent; indirect; parent,4,1,1,4644 | 9040 | 9041 | 9110
8335,1,child,child; grandparent; indirect; parent; pibling,6,1,1,1873 | 2703 | 4137 | 7613 | 7614 | 8949
2703,1,parent,indirect; nibling; parent; sibling,5,1,1,4137 | 4140 | 7613 | 7614 | 8335
7613,1,parent,grandparent; indirect; nibling; parent; pibling; sibling,6,1,1,2703 | 4137 | 4140 | 7614 | 8335 | 8949
8949,1,parent,grandparent; indirect; parent,4,1,1,1873 | 7613 | 7614 | 8335
6444,1,child,child; indirect; nibling; sibling,3,1,1,1554 | 5040 | 6752
5040,1,child,child; cousin; indirect; pibling,5,1,1,1554 | 1555 | 2043 | 6444 | 6752
2249,1,child,child; grandparent; indirect; parent; pibling,5,1,1,1524 | 4475 | 6739 | 6740 | 7382
2339,1,indirect,indirect,1,0,1,2290
2290,1,child,child; grandchild; indirect,5,1,1,2289 | 2339 | 7420 | 7685 | 7711
2888,1,indirect,indirect,1,0,1,1937
1937,1,child,child; indirect,2,1,1,2888 | 7760
4436,1,indirect,indirect,2,1,1,6916 | 8574
6916,1,sibling,indirect; nibling; sibling,4,1,1,3021 | 3022 | 4436 | 7006
8574,1,indirect,indirect,1,0,1,4436
6890,1,sibling,indirect; nibling; sibling,5,1,1,1598 | 2153 | 2278 | 4368 | 6891
2311,1,child,child; grandchild; indirect; nibling; sibling,8,1,1,5117 | 5118 | 6914 | 6915 | 6919 | 7024 | 7917 | 9117
2278,1,sibling,indirect; nibling; pibling; sibling,4,1,1,2153 | 2275 | 4368 | 6890
6319,1,child,child; indirect,2,1,1,5768 | 6271
5768,1,grandchild,grandchild; indirect,2,1,1,2090 | 6319
4530,1,indirect,indirect,1,0,1,2370
2370,1,indirect,indirect,1,0,1,4530
4586,1,grandparent,grandparent; indirect,2,1,1,4585 | 5724
4585,1,sibling,indirect; sibling,4,1,1,2259 | 4586 | 5724 | 5897
4614,1,indirect,indirect,1,0,1,4613
4613,1,child,child; grandchild; indirect; pibling,5,1,1,2403 | 2404 | 2604 | 4611 | 4614
1081,1,parent,child; indirect; parent,3,1,1,2723 | 6380 | 9003
744,1,indirect,indirect,1,0,1,6431
6431,1,child,child; indirect,3,1,1,1155 | 6517 | 744
1496,1,child,child; grandparent; indirect; pibling,5,1,1,1495 | 1859 | 6090 | 6548 | 6723
1859,1,child,child; indirect; nibling; parent; sibling,5,1,1,1496 | 5485 | 6090 | 6548 | 7385
6548,1,child,child; grandchild; indirect,5,1,1,1496 | 1859 | 5485 | 6090 | 7385
1951,1,parent,grandparent; indirect; parent; pibling,5,1,1,1273 | 1549 | 1550 | 1647 | 6449
1549,1,child,child; indirect,3,1,1,1550 | 1951 | 8988
6449,1,child,child; grandchild; indirect,3,1,1,1273 | 1647 | 1951
2571,1,child,child; grandchild; indirect,4,1,1,2572 | 6479 | 6488 | 764
6464,1,child,child; grandchild; indirect,6,1,1,6465 | 6479 | 7161 | 7162 | 7212 | 764
6018,1,sibling,indirect; sibling,2,1,1,4695 | 6019
8391,1,grandparent,grandparent; indirect,2,1,1,2885 | 5052
788,1,indirect,indirect,1,0,1,949
949,1,parent,indirect; parent,3,1,1,1761 | 788 | 948
930,1,parent,indirect; parent; pibling,7,1,1,7177 | 7180 | 7181 | 794 | 798 | 806 | 8538
7177,1,child,child; indirect; nibling; sibling,8,1,1,7178 | 7180 | 7181 | 794 | 798 | 806 | 8538 | 930
7178,1,indirect,indirect,3,1,1,7177 | 7180 | 8538
7180,1,child,child; indirect; nibling; sibling,9,1,1,3014 | 7177 | 7178 | 7181 | 794 | 798 | 806 | 8538 | 930
8538,1,sibling,indirect; nibling; sibling,8,1,1,7177 | 7178 | 7180 | 7181 | 794 | 798 | 806 | 930
7181,1,pibling,cousin; indirect; pibling,7,1,1,7177 | 7180 | 794 | 798 | 806 | 8538 | 930
806,1,parent,cousin; indirect; parent; pibling,7,1,1,7177 | 7180 | 7181 | 794 | 798 | 8538 | 930
799,1,indirect,indirect,1,0,1,6511
6511,1,parent,indirect; parent; sibling,4,1,1,6512 | 6513 | 6514 | 799
4696,1,sibling,indirect; nibling; sibling,6,1,1,1703 | 1704 | 4695 | 4699 | 4700 | 805
805,1,sibling,indirect; pibling; sibling,3,1,1,4696 | 6466 | 795
8097,1,indirect,indirect,1,0,1,2182
2182,1,indirect,indirect,1,0,1,8097
809,1,parent,cousin; indirect; parent; pibling,4,1,1,7184 | 7510 | 821 | 9115
7510,1,child,child; indirect; pibling,6,1,1,7184 | 7845 | 809 | 821 | 877 | 9115
877,1,child,child; indirect,2,1,1,2071 | 7510
5918,1,child,child; indirect,2,1,1,5649 | 5919
5649,1,indirect,indirect; spouse,2,1,1,5918 | 5919
1418,1,indirect,indirect,2,1,1,1395 | 8997
729,1,parent,child; indirect; parent; pibling,4,1,1,5587 | 6337 | 6629 | 728
728,1,cousin,cousin; indirect,3,1,1,5118 | 5891 | 729
6286,1,child,child; indirect,2,1,1,6328 | 7070
7070,1,sibling,cousin; indirect; pibling; sibling,5,1,1,1739 | 2666 | 2667 | 6286 | 6618
5660,1,indirect,indirect,1,0,1,1198
7187,1,indirect,indirect,1,0,1,5929
5929,1,indirect,indirect,1,0,1,7187
3139,1,indirect,indirect,1,0,1,6603
6603,1,indirect,indirect,1,0,1,3139
5699,1,child,child; grandchild; indirect; sibling,5,1,1,1341 | 2081 | 5955 | 7487 | 8992
1341,1,parent,child; grandchild; indirect; parent; pibling,5,1,1,2081 | 5699 | 7487 | 7858 | 8992
1199,1,parent,grandparent; indirect; parent,3,1,1,1198 | 4368 | 7277
4368,1,child,child; grandchild; indirect; pibling; sibling,6,1,1,1199 | 2153 | 2275 | 2278 | 6890 | 6891
6559,1,parent,indirect; parent,3,1,1,1211 | 6454 | 6883
6454,1,sibling,grandchild; indirect; nibling; sibling,4,1,1,2250 | 6559 | 6883 | 7765
5893,1,indirect,indirect,1,0,1,5688
5688,1,indirect,indirect,1,0,1,5893
3313,1,parent,child; indirect; parent; sibling,6,1,1,1542 | 1543 | 1545 | 1563 | 6442 | 9007
5234,1,nibling,indirect; nibling,2,1,1,3476 | 3477
2259,1,parent,cousin; indirect; parent; pibling; sibling,5,1,1,1073 | 4585 | 6659 | 8995 | 8996
833,1,child,child; grandchild; indirect,4,1,1,2866 | 8016 | 8073 | 834
8016,1,parent,grandparent; indirect; parent; pibling,4,1,1,2866 | 8073 | 833 | 834
3674,1,grandchild,grandchild; indirect,2,1,1,3675 | 9027
9027,1,child,child; indirect,4,1,1,3674 | 4584 | 894 | 9028
2080,1,parent,grandparent; indirect; parent; pibling; sibling,6,1,1,1818 | 2057 | 2238 | 2736 | 7109 | 7652
7652,1,parent,indirect; parent,2,1,1,2080 | 2238
7616,1,parent,indirect; parent,2,1,1,1061 | 2740
1061,1,indirect,indirect,1,0,1,7616
845,1,pibling,indirect; pibling,2,1,1,7202 | 9110
9110,1,parent,child; indirect; parent; pibling,5,1,1,2626 | 4644 | 845 | 9040 | 9041
898,1,child,child; grandchild; indirect; parent,6,1,1,1877 | 4467 | 7862 | 7935 | 8786 | 9049
4467,1,nibling,indirect; nibling; pibling,3,1,1,1877 | 2851 | 898
8786,1,parent,grandparent; indirect; nibling; parent; pibling; sibling,7,1,1,1877 | 7487 | 7858 | 7862 | 7935 | 8838 | 898
7858,1,parent,grandparent; indirect; parent,3,1,1,1341 | 7487 | 8786
8838,1,parent,grandparent; indirect; parent; pibling,4,1,1,1877 | 7862 | 7935 | 8786
7935,1,parent,indirect; nibling; parent; sibling,5,1,1,1877 | 7862 | 8786 | 8838 | 898
844,1,parent,indirect; parent,2,1,1,3633 | 842
3633,1,indirect,indirect,1,0,1,844
9303,1,indirect,indirect,1,0,1,8296
8296,1,indirect,indirect,1,0,1,9303
5736,1,indirect,indirect,1,0,1,9121
9121,1,indirect,indirect,1,0,1,5736
2945,1,indirect,indirect,1,0,1,8749
8749,1,indirect,indirect,1,0,1,2945
7812,1,indirect,indirect,1,0,1,6994
6819,1,sibling,indirect; nibling; sibling,5,1,1,1687 | 1688 | 2118 | 6820 | 7399
5654,1,indirect,indirect,1,0,1,719
719,1,indirect,indirect,1,0,1,5654
864,1,indirect,indirect,1,0,1,6714
6254,1,child,child; indirect; sibling,4,1,1,6253 | 6714 | 7184 | 7229
7403,1,indirect,indirect,1,0,1,5772
5772,1,indirect,indirect,1,0,1,7403
2742,1,nibling,indirect; nibling,2,1,1,1823 | 867
867,1,child,child; indirect; parent,3,1,1,1823 | 2742 | 6467
884,1,pibling,indirect; pibling,3,1,1,1440 | 3842 | 885
3842,1,parent,indirect; parent,2,1,1,3843 | 884
885,1,indirect,indirect,2,1,1,7228 | 884
7228,1,indirect,indirect,1,0,1,885
887,1,parent,indirect; parent,2,1,1,7231 | 7232
7232,1,cousin,cousin; indirect,2,1,1,7231 | 887
3730,1,indirect,indirect,1,0,1,9007
9007,1,child,child; indirect,3,1,1,1562 | 3313 | 3730
2743,1,indirect,indirect,1,0,1,4223
4223,1,indirect,indirect,1,0,1,2743
2753,1,parent,indirect; nibling; parent; pibling; sibling,5,1,1,2754 | 4761 | 6074 | 7120 | 7882
6074,1,indirect,indirect,1,0,1,2753
4459,1,child,child; grandchild; indirect,3,1,1,4458 | 4460 | 9552
9552,1,parent,grandparent; indirect; parent,3,1,1,4458 | 4459 | 4460
8763,1,indirect,indirect,2,1,1,5431 | 8649
6218,1,parent,indirect; parent; pibling,3,1,1,2893 | 3058 | 6219
3058,1,child,child; indirect; nibling; sibling; spouse,7,1,1,3054 | 3055 | 3056 | 3057 | 3059 | 3060 | 6218
2086,1,indirect,indirect,1,0,1,2261
2261,1,indirect,indirect,1,0,1,2086
2847,1,sibling,indirect; sibling,2,1,1,1357 | 7487
7767,1,indirect,indirect,1,0,1,1598
1598,1,parent,indirect; parent,3,1,1,6448 | 6890 | 7767
6662,1,child,child; indirect,4,1,1,1035 | 1385 | 1386 | 2899
4584,1,child,child; grandchild; indirect,4,1,1,4583 | 894 | 9027 | 9028
4644,1,grandchild,grandchild; indirect,2,1,1,2626 | 9110
3057,1,parent,cousin; indirect; parent; pibling; sibling,7,1,1,3054 | 3055 | 3056 | 3058 | 3059 | 3060 | 4454
4454,1,indirect,indirect,1,0,1,3057
9119,1,sibling,grandchild; indirect; sibling,3,1,1,3699 | 5067 | 942
5067,1,indirect,indirect,1,0,1,9119
6131,1,pibling,indirect; pibling,2,1,1,30 | 4697
4697,1,indirect,indirect,1,0,1,6131
6136,1,indirect,indirect,3,1,1,6841 | 6842 | 6843
6842,1,child,child; indirect; parent,3,1,1,2044 | 6136 | 6841
6141,1,indirect,indirect,1,0,1,5519
998,1,indirect,indirect,1,0,1,6441
6441,1,indirect,indirect,1,0,1,998
6142,1,indirect,indirect,1,0,1,6296
968,1,indirect,indirect,1,0,1,2223
2223,1,indirect,indirect,2,1,1,6623 | 968
7311,1,parent,cousin; indirect; parent; pibling; sibling,6,1,1,2853 | 2854 | 2855 | 7313 | 7314 | 960
1706,1,child,child; indirect; parent,4,1,1,1707 | 3476 | 3477 | 4648
3477,1,child,child; grandchild; indirect; pibling,4,1,1,1706 | 1707 | 3476 | 5234
4475,1,parent,grandchild; indirect; parent; sibling,6,1,1,2249 | 4476 | 6694 | 7264 | 7382 | 928
6829,1,indirect,indirect,1,0,1,6740
7031,1,child,child; indirect; sibling,3,1,1,6533 | 7030 | 7032
6533,1,child,child; grandchild; indirect; nibling,7,1,1,1167 | 6534 | 7030 | 7031 | 793 | 832 | 943
4137,1,child,child; grandchild; indirect; parent; sibling,6,1,1,2703 | 4140 | 7613 | 7614 | 8335 | 840
840,1,nibling,indirect; nibling,2,1,1,1100 | 4137
7648,1,parent,indirect; parent,3,1,1,1506 | 1507 | 1947
1507,1,child,child; indirect; parent,3,1,1,1506 | 5355 | 7648
1506,1,parent,grandparent; indirect; parent,3,1,1,1507 | 5355 | 7648
9404,1,sibling,indirect; nibling; sibling,3,1,1,2659 | 4732 | 9111
4732,1,child,child; indirect,2,1,1,4731 | 9404
7152,1,indirect,indirect,1,0,1,3886
3886,1,cousin,cousin; indirect,2,1,1,3887 | 7152
7191,1,child,child; indirect; nibling; pibling; sibling,5,1,1,1445 | 2018 | 5691 | 6262 | 7193
6262,1,sibling,cousin; grandchild; indirect; nibling; sibling,6,1,1,4761 | 5691 | 6261 | 6263 | 7191 | 927
9024,1,child,child; grandchild; indirect; sibling,4,1,1,2471 | 4196 | 4685 | 7696
4196,1,indirect,indirect,1,0,1,9024
5891,1,indirect,indirect,2,1,1,6282 | 728
8363,1,parent,child; grandchild; grandparent; indirect; parent,6,1,1,1371 | 3236 | 625 | 8174 | 8481 | 8979
3290,1,grandparent,grandparent; indirect,2,1,1,3236 | 6696
3236,1,child,child; grandchild; indirect; parent,5,1,1,1371 | 1439 | 3235 | 3290 | 8363
6618,1,child,child; cousin; grandparent; indirect; parent; pibling; sibling,9,1,1,1309 | 1310 | 1311 | 2073 | 6437 | 6617 | 7070 | 7801 | 8151
6282,1,indirect,indirect,1,0,1,5891
9049,1,child,child; grandchild; indirect,5,1,1,1877 | 1938 | 6199 | 896 | 898
6199,1,nibling,indirect; nibling,3,1,1,6200 | 896 | 9049
2238,1,child,child; indirect,2,1,1,2080 | 7652
2015,1,grandparent,grandparent; indirect; pibling,3,1,1,1026 | 1743 | 9013
6222,1,indirect,indirect,1,0,1,827
827,1,indirect,indirect,1,0,1,6222
1041,1,sibling,indirect; sibling,2,1,1,7345 | 7346
7014,1,sibling,indirect; sibling,2,1,1,1969 | 6429
2451,1,indirect,indirect,1,0,1,7214
7214,1,child,child; grandchild; indirect; nibling,4,1,1,2451 | 7213 | 7215 | 7218
811,1,indirect,indirect,1,0,1,6021
6021,1,child,child; indirect; pibling,3,1,1,1 | 5524 | 811
873,1,sibling,indirect; sibling,3,1,1,7229 | 870 | 874
7229,1,sibling,indirect; nibling; sibling,3,1,1,6253 | 6254 | 873
9424,1,indirect,indirect,1,0,1,6940
6940,1,nibling,indirect; nibling,2,1,1,2367 | 9424
7034,1,child,child; grandchild; indirect,4,1,1,2602 | 7033 | 7035 | 7036
2607,1,child,child; indirect; parent,3,1,1,2606 | 7618 | 7620
7618,1,indirect,indirect,1,0,1,2607
2660,1,indirect,indirect,1,0,1,2101
2101,1,indirect,indirect,1,0,1,2660
2666,1,cousin,cousin; indirect,2,1,1,2667 | 7070
7033,1,parent,indirect; parent; sibling,3,1,1,2602 | 7034 | 7036
7638,1,parent,grandparent; indirect; parent; pibling,4,1,1,1014 | 2061 | 2264 | 7334
2264,1,child,child; indirect; parent; pibling; sibling,6,1,1,2265 | 4512 | 4513 | 6676 | 7594 | 7638
1441,1,child,child; indirect,2,1,1,5128 | 5129
7010,1,sibling,indirect; sibling,2,1,1,7011 | 768
7011,1,indirect,indirect,1,0,1,7010
1369,1,child,child; indirect,2,1,1,1368 | 2854
6098,1,indirect,indirect,1,0,1,4532
