politician_id,politician_name,first_name,last_name,gender,birth_year,death_year,first_year_in_HoC,last_year_in_HoC,n_parliaments,ever_cabinet,parties,has_relative,closeness,relative_chamber,multiple_relatives,relation_types,n_relatives_detected,relative_preceded,peerage_linked_flag,relative_examples,rush_cousin_mp,rush_cousin_names,has_relative_incl_cousins,rushid,peerageid,whoswhoid,oxnatbibid,father_name,father_id,mother_name,mother_id
Q26288672,John Ryle,John,Ryle,male,1781,1862,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,5648,,,,,,,
Q18531153,William Daunt,William,Daunt,male,1807,1894,1832,1833,1,0,,0,,,0,,0,,1,,0,,0,3688,379505,,51149,Joseph Daunt,Q75884402,Jane Wilson,Q75884405
Q5238744,David Pugh,David,Pugh,male,1789,1861,1832,1861,5,0,,0,,,0,,0,,0,,0,,0,6477,,,,,,,
Q26237499,Frederick Howard,Frederick,Howard,male,1805,1833,1832,1833,1,0,,0,,,0,,0,,0,,0,,0,6915,,,,,,,
Q26689749,John Talbot,John,Talbot,male,1794,1868,1832,1852,4,0,,0,,,0,,0,,1,,0,,0,7263,373446,,,Matthew Talbot,Q75244846,Jane D'Arcy,Q75883298
Q8012597,William Howe Windham,William,Howe Windham,male,1802,1854,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,6224,,,,William Lukin,Q8014784,Anne Thellusson,Q75490300
Q6118310,"Jacob Astley, 16th Baron Hastings",Jacob,Astley,male,1797,1859,1832,1837,2,0,,0,,,0,,0,,1,,0,,0,6304,28675,,,"Sir Jacob Astley, 5th Baronet",Q26265928,Hester Browne,Q75272736
Q21560415,John Boss,John,Boss,male,1781,1837,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,3264,,,,,,,
Q5075542,"Charles Bennet, 6th Earl of Tankerville",Charles,Bennet,male,1810,1899,1832,1859,7,0,,0,,,0,,0,,1,,0,,0,5297,32917,,,"Charles Bennet, 5th Earl of Tankerville",Q3952070,Corisande de Gramont,Q18105444
Q2141938,William Cobbett,William,Cobbett,male,1763,1835,1832,1835,2,0,,0,,,0,,0,,0,,0,,0,6661,,,5734,,,,
Q26196574,James Halpin Rorke,James,Halpin Rorke,male,1795,1849,1832,1833,1,0,,0,,,0,,0,,0,,0,,0,9429,,,,,,,
Q7794220,"Thomas Stonor, 3rd Baron Camoys",Thomas,Stonor,male,1797,1881,1832,1833,1,0,,0,,,0,,0,,1,,0,,0,5891,29539,,,"Thomas Stonor, of Stonor",Q44499174,Catherine Blundell,Q44504454
Q7349362,"Robert Rolfe, 1st Baron Cranworth",Robert,Rolfe,male,1790,1868,1832,1840,3,0,,0,,,0,,0,,1,,0,,0,5598,526121,,24019,Edmund Nelson Rolfe,Q76113435,Jemima Alexander,Q75632474
Q6500758,Laurence Oliphant,Laurence,Oliphant,male,1791,1862,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,5278,,,,,,,
Q26718333,Thomas Bewes,Thomas,Bewes,male,1776,1857,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,3193,,,,,,,
Q3181650,John Gully,John,Gully,male,1783,1863,1832,1837,2,0,,0,,,0,,0,,1,,0,,0,6855,629153,,11733,Richard Gully,Q76239663,,
Q7174649,Peter Hesketh-Fleetwood,Peter,Hesketh-Fleetwood,male,1801,1866,1832,1847,4,0,,0,,,0,,0,,0,,0,,0,3999,,,9688,,,,
Q26721657,Joshua Crompton,Joshua,Crompton,male,1799,1881,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,6688,,,,,,,
Q26321616,Thomas Staveley,Thomas,Staveley,male,1791,1860,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,5854,,,,,,,
Q25974315,John Fenton,John,Fenton,male,1791,1863,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,3945,,,,,,,
Q15443188,Joseph Brotherton,Joseph,Brotherton,male,1783,1857,1832,1857,6,0,,0,,,0,,0,,0,,0,,0,3360,,,3575,,,,
Q26292916,William Brodie,William,Brodie,male,1780,1863,1832,1843,4,0,,0,,,0,,0,,1,,0,,0,3352,178861,,,Peter Bellinger Brodie,Q75499301,Sarah Collins,Q75499318
Q319362,George Cayley,George,Cayley,male,1773,1857,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,3467,5140,,37271,"Sir Thomas Cayley, 5th Bt.",Q75454789,Isabella Seton,Q75454791
Q26722328,Robert Pringle,Robert,Pringle,male,1798,1842,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,5458,,,,,,,
Q26722322,John Poulter,John,Poulter,male,1790,1847,1832,1838,3,0,,0,,,0,,0,,0,,0,,0,5441,,,,,,,
Q356620,James Silk Buckingham,James,Silk Buckingham,male,1786,1855,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,3379,,,3855,,,,
Q6251908,John Parker,John,Parker,male,1799,1881,1832,1852,5,0,,0,,,0,,0,,0,,0,,0,7102,,,21323,,,,
Q26222283,"Sir Harry Goring, 8th Baronet",Harry,Goring,male,1801,1859,1832,1841,3,0,,0,,,0,,0,,1,,0,,0,6603,176344,,,"Sir Charles Forster Goring, 7th Baronet",Q61041625,Bridget Dent,Q75495016
Q6237617,"John Hanmer, 1st Baron Hanmer",John,Hanmer,male,1809,1881,1832,1872,9,0,,0,,,0,,0,,1,,0,,0,2218,20638,,12202,Thomas Hanmer,Q75262650,Arabella Charlotte Bucknall,Q75347446
Q26722286,John Martin,John,Martin,male,1812,1846,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,6459,,,,,,,
Q26691328,William Papwell Brigstocke,William,Papwell Brigstocke,male,1788,1833,1832,1833,1,0,,0,,,0,,0,,1,,0,,0,3335,512287,,,,,,
Q7345792,Robert Ingham,Robert,Ingham,male,1793,1875,1832,1868,7,0,,0,,,0,,0,,0,,0,,0,4477,,,,,,,
Q21556538,John Humphery,John,Humphery,male,1793,1863,1832,1852,5,0,,0,,,0,,0,,0,,0,,0,4453,,,,,,,
Q3132799,Henry George Ward,Henry,George Ward,male,1797,1860,1832,1849,5,0,,0,,,0,,0,,1,,0,,0,7324,609119,,28685,Robert Plumer Ward,Q7348936,Catherine Julia Maling,Q76253989
Q26310886,William Chetwynd,William,Chetwynd,male,1788,1873,1832,1841,3,0,,0,,,0,,0,,1,,0,,0,3492,215956,,,"Sir George Chetwynd, 1st Bt.",Q75401794,Jane Bantin,Q75565685
Q7306968,Rees Howell Gronow,Rees,Howell Gronow,male,1794,1865,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4187,,,11654,,,,
Q4786482,"Archibald Primrose, Lord Dalmeny",Archibald,Primrose,male,1809,1851,1832,1847,4,0,,0,,,0,,0,,1,,0,,0,3674,14365,,,"Archibald Primrose, 4th Earl of Rosebery",Q4786480,Harriet Bouverie,Q62587726
Q18575260,John Horatio Lloyd,John,Horatio Lloyd,male,1798,1884,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,6986,,,55903,,,,
Q26334845,Thomas Marsland,Thomas,Marsland,male,1777,1847,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,4942,,,,,,,
Q16239398,John Davenport,John,Davenport,male,1765,1848,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,6700,,,,,,,
Q3186048,Josiah Wedgwood,Josiah,Wedgwood,male,1769,1843,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,6156,222140,,,Josiah Wedgwood,Q319331,Sarah Wedgwood,Q47905425
Q8012059,William Henry Hyett,William,Henry Hyett,male,1795,1877,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4469,,,,Henry Cay Adams,Q51138505,,
Q26246555,Robert Shawe,Robert,Shawe,male,1784,1855,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,5721,,,,,,,
Q2870626,Aubrey Beauclerk,Aubrey,Beauclerk,male,1801,1854,1832,1837,2,0,,0,,,0,,0,,1,,0,,0,3139,11660,,,Charles Beauclerk,Q26265524,Emily Charlotte Ogilvie,Q75251021
Q26722230,John Leech,John,Leech,male,,1847,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4678,,,,,,,
Q26037483,Cornelius O'Callaghan,Cornelius,O'Callaghan,male,1809,1849,1832,1841,2,0,,0,,,0,,0,,1,,0,,0,7080,237012,,,"Cornelius O'Callaghan, 1st Viscount Lismore",Q24288423,Lady Eleanor Butler,Q75601473
Q3181720,John Heathcoat,John,Heathcoat,male,1783,1861,1832,1859,7,0,,0,,,0,,0,,0,,0,,0,4312,,,12846,,,,
Q26702085,James Kennedy,James,Kennedy,male,1798,1859,1832,1835,2,0,Radicals,0,,,0,,0,,0,,0,,0,6955,,,,,,,
Q49825618,James Cornish,James,Cornish,male,1792,1865,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,3596,,,,,,,
Q7529531,"Sir William Clay, 1st Baronet",William,Clay,male,1791,1869,1832,1857,6,0,,0,,,0,,0,,1,,0,,0,9088,50217,,5563,George Clay,Q75584076,Mary Moorsom,Q75584080
Q8019464,William Tooke,William,Tooke,male,1777,1863,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,6005,,,27548,William Tooke,Q3569001,,
Q5539488,George Frederick Young,George,Frederick Young,male,1791,1870,1832,1852,4,0,,0,,,0,,0,,0,,0,,0,6023,,,40809,,,,
Q5217250,Daniel Gaskell,Daniel,Gaskell,male,1782,1875,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,6813,,,,Daniel Gaskell,Q96088305,Hannah Noble,Q96088306
Q8018295,William Seymour Blackstone,William,Seymour Blackstone,male,1809,1881,1832,1852,5,0,,0,,,0,,0,,0,,0,,0,3228,,,,,,,
Q5082556,Charles Smith Forster,Charles,Smith Forster,male,1786,1850,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,6794,,,,,,,
Q26387230,Edmund Hornby,Edmund,Hornby,male,1799,1865,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,6908,,,,Edmund Hornby,Q24157433,,
Q7527094,"Sir Henry Barron, 1st Baronet",Henry,Barron,male,1795,1872,1832,1870,7,0,,0,,,0,,0,,1,,0,,0,8985,119636,,,Pierse Barron,Q75643834,Anna Winston,Q75643835
Q16937361,William Christmas,William,Christmas,male,1798,1867,1832,1842,2,0,,0,,,0,,0,,0,,0,,0,3505,,,,,,,
Q26208320,John Galwey,John,Galwey,male,1788,1842,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4055,,,,,,,
Q26248625,"Sir Richard Keane, 2nd Baronet",Richard,Keane,male,1780,1855,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4543,,,,,,,
Q21545203,Norman Lamont,Norman,Lamont,male,,1834,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4634,,,,,,,
Q26695979,"Sir Richard Nagle, 2nd Baronet",Richard,Nagle,male,1800,1850,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,5171,,,,,,,
Q26327776,Aaron Chapman,Aaron,Chapman,male,1771,1850,1832,1847,4,0,,0,,,0,,0,,0,,0,,0,6642,,,,,,,
Q7328487,Richard Potter,Richard,Potter,male,1778,1842,1832,1839,3,0,,0,,,0,,0,,1,,0,,0,7133,193133,,22616,John Potter,Q75523363,Anne Hartley,Q75523364
Q16741821,Richard Fryer,Richard,Fryer,male,1770,1846,1832,1834,1,0,,0,,,0,,0,,0,,0,,0,4042,,,,,,,
Q26271246,Thomas Cookes,Thomas,Cookes,male,1804,1900,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,3582,,,,,,,
Q8007043,William Congreve Russell,William,Congreve Russell,male,1778,1850,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,7182,469671,,,,,,
Q5345457,Edward Stillingfleet Cayley,Edward,Stillingfleet Cayley,male,1802,1862,1832,1862,8,0,,0,,,0,,0,,1,,0,,0,3468,212601,,,John Cayley,Q75559833,,
Q21030320,James Barlow Hoy,James,Barlow Hoy,male,1794,1843,1832,1837,2,0,,0,,,0,,0,,0,,0,,0,4441,,,,,,,
Q7527336,"Sir Hyde Parker, 8th Baronet",Hyde,Parker,male,1785,1856,1832,1834,1,0,,0,,,0,,0,,1,,0,,0,7101,547974,,,"Sir Harry Parker, 6th Baronet",Q19974209,Bridget Cresswell,Q76124521
Q6769251,Mark Philips,Mark,Philips,male,1800,1873,1832,1847,4,0,,0,,,0,,0,,0,,0,,0,7123,,,,,,,
Q5543571,George Pryme,George,Pryme,male,1781,1868,1832,1841,3,0,,0,,,0,,0,,0,,0,,0,5475,,,22853,,,,
Q25558366,Owen Jones Ellis Nanney,Owen,Jones Ellis Nanney,male,1790,1870,1833,1833,1,0,,0,,,0,,0,,0,,0,,0,5176,,,,,,,
Q26719560,Samuel Irton,Samuel,Irton,male,1796,1866,1833,1857,5,0,,0,,,0,,0,,0,,0,,0,4486,,,,,,,
Q6237245,John Halcomb,John,Halcomb,male,1790,1852,1833,1834,1,0,,0,,,0,,0,,0,,0,,0,4218,,,11893,,,,
Q7412915,Samuel Whalley,Samuel,Whalley,male,1799,1883,1833,1838,3,0,,0,,,0,,0,,0,,0,,0,7338,,,,,,,
Q7527751,"Sir John Edwards, 1st Baronet, of Garth",John,Edwards,male,1770,1850,1833,1841,3,0,,0,,,0,,0,,1,,0,,0,6750,28336,,,,,,
Q26235993,Martin Blake,Martin,Blake,male,1790,1861,1833,1857,6,0,,0,,,0,,0,,1,,0,,0,6576,275529,,,Walter Blake,Q75655348,Mary Joseph,Q75655349
Q707126,George Julius Poulett Scrope,George,Julius Poulett Scrope,male,1797,1876,1833,1867,9,0,,0,,,0,,0,,1,,0,,0,5692,193830,,24956,,,,
Q7528937,"Sir Samuel Crompton, 1st Baronet",Samuel,Crompton,male,1785,1848,1834,1841,3,0,,0,,,0,,0,,1,,0,,0,6689,209545,,,Samuel Crompton,Q96088446,Sarah Fox,Q96088447
Q3719921,"Edward Seymour, 12th Duke of Somerset",Edward,Seymour,male,1804,1885,1834,1855,6,1,,0,,,0,,0,,1,,0,,0,9044,24186,,25164,"Edward St Maur, 11th Duke of Somerset",Q3909922,"Charlotte St Maur, Countess of Somerset",Q65656812
Q26695723,Hugh Campbell,Hugh,Campbell,male,1812,1894,1834,1847,4,0,Conservative Party,0,,,0,,0,,1,,0,,0,6622,159263,,,"Sir William Hume-Campbell, 6th Baronet",Q27095542,Charlotte Rey,Q75468148
Q26446381,John Blackburne,John,Blackburne,male,,1837,1834,1837,2,0,,0,,,0,,0,,0,,0,,0,6570,,,,,,,
Q7183344,Philip Durham,Philip,Durham,male,1763,1845,1834,1836,2,0,,0,,,0,,0,,1,,0,,0,3828,274664,,8316,"Thomas Durham, 5th of Largo and Polton",Q76179926,Ann Calderwood,Q76322412
Q21068971,Thomas Hawkes,Thomas,Hawkes,male,1778,1858,1834,1844,4,0,,0,,,0,,0,,1,,0,,0,4292,508994,,,,,,
Q26720088,Ebenezer Jacob,Ebenezer,Jacob,male,1798,1868,1834,1834,1,0,,0,,,0,,0,,0,,0,,0,,,,,,,,
Q5218691,Daniel Sandford,Daniel,Sandford,male,1798,1838,1834,1834,1,0,,0,,,0,,0,,1,,0,,0,5664,213709,,24632,Daniel Sandford,Q5218689,Helen Frances Catherine Douglas,Q75557628
Q21548552,Edward Lucas,Edward,Lucas,male,1787,1871,1834,1841,3,0,,0,,,0,,0,,0,,0,,0,4772,,,,,,,
Q4078432,Edward Barnes,Edward,Barnes,male,1776,1838,1834,1838,2,0,,0,,,0,,0,,0,,0,,0,6538,,,1468,,,,
Q26398785,Cadwallader Waddy,Cadwallader,Waddy,male,1783,1843,1834,1834,1,0,,0,,,0,,0,,0,,0,,0,7315,,,,,,,
Q5113428,Christopher Codrington,Christopher,Codrington,male,1805,1864,1834,1864,8,0,,0,,,0,,0,,1,,1,William John Codrington,1,6665,53660,,,Christopher Bethell-Codrington,Q5111948,Caroline Foley,Q75279125
Q6690891,Love Jones-Parry,Love,Jones-Parry,male,1781,1853,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,7106,611074,,21428,,,,
Q24239145,Charles Barclay,Charles,Barclay,male,1780,1855,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,6531,446176,,,Robert Barclay,Q58481113,Rachel Gurney,Q75982157
Q5338936,Edmond Wodehouse,Edmond,Wodehouse,male,1784,1855,1835,1855,5,0,,0,,,0,,0,,1,,0,,0,6308,36536,,,Thomas Wodehouse,Q75282923,Sarah Campbell,Q75282925
Q26213071,Abel Rous Dottin,Abel,Rous Dottin,male,1768,1852,1835,1841,2,0,,0,,,0,,0,,0,,0,,0,3763,,,,,,,
Q8012147,William Henry Scourfield,William,Henry Scourfield,male,1776,1843,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,7194,,,,,,,
Q21548649,John Pollen,John,Pollen,male,1784,1863,1835,1841,2,0,,0,,,0,,0,,1,,0,,0,5425,231023,,,"Sir John Pollen, 1st Bt.",Q76128954,Louisa Holt,Q76128957
Q8040126,Wyndham Lewis,Wyndham,Lewis,male,1780,1838,1835,1838,2,0,,0,,,0,,0,,1,,0,,0,6983,118246,,,Wyndham Lewis,Q96082954,Mary Price,Q96082955
Q5075255,Charles Augustus Tulk,Charles,Augustus Tulk,male,1786,1849,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,6053,,,27811,,,,
Q5902204,Horace Twiss,Horace,Twiss,male,1787,1849,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,6061,634946,,27917,Francis Twiss,Q17485380,Frances Kemble,Q68426580
Q6130138,James Bradshaw,James,Bradshaw,male,1793,1847,1835,1847,3,0,,0,,,0,,0,,0,,0,,0,2087,,,,,,,
Q22040914,"Sir George Smyth, 6th Baronet",George,Smyth,male,1784,1852,1835,1850,4,0,,0,,,0,,0,,0,,0,,0,7224,,,,"Sir Robert Smyth, 5th Baronet",Q18821857,,
Q7325433,Richard Edensor Heathcote,Richard,Edensor Heathcote,male,1780,1850,1835,1836,1,0,,0,,,0,,0,,1,,0,,0,4308,20911,,,John Edensor Heathcote,Q6231147,Anne Gresley,Q76098090
Q334228,"Sir Philip Grey Egerton, 10th Baronet",Philip,Grey Egerton,male,1806,1881,1835,1881,11,0,,0,,,0,,0,,1,,0,,0,1546,109808,,8591,"Sir Philip Grey Egerton, 9th Baronet",Q75615987,Rebecca du Pr̩,Q75954958
Q26262866,Samuel Price,Samuel,Price,male,1793,1839,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,7150,,,,,,,
Q7528885,"Sir Roger Gresley, 8th Baronet",Roger,Gresley,male,1799,1837,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,9098,230721,,11506,"Sir Nigel Bowyer Gresley, 7th Bt.",Q76343707,,
Q5079056,Charles Hindley,Charles,Hindley,male,1796,1857,1835,1857,6,0,,0,,,0,,0,,0,,0,,0,4378,,,38688,,,,
Q18761957,George Buckley-Mathew,George,Buckley-Mathew,male,1807,1879,1835,1841,2,0,,0,,,0,,0,,1,,0,,0,9108,312218,,40845,,,,
Q6282620,Joseph Jackson,Joseph,Jackson,male,1783,1857,1835,1842,3,0,,0,,,0,,0,,0,,0,,0,6929,,,37590,,,,
Q26289355,John McCance,John,McCance,male,,1835,1835,1835,1,0,,0,,,0,,0,,0,,0,,0,4977,,,,,,,
Q7172476,Peter Ainsworth,Peter,Ainsworth,male,1790,1870,1835,1847,3,0,,0,,,0,,0,,0,,0,,0,6287,,,,,,,
Q19818575,John Studholme Brownrigg,John,Studholme Brownrigg,male,1786,1853,1835,1847,3,0,,0,,,0,,0,,1,,0,,0,3369,224460,,,John Studholme Brownrigg,Q75580553,,
Q18954358,John Temple Leader,John,Temple Leader,male,1810,1903,1835,1847,3,0,,0,,,0,,0,,0,,0,,0,4671,,,34453,William Leader,Q26220800,,
Q26238372,"Sir William Young, 4th Baronet",William,Young,male,1806,1842,1835,1842,3,0,,0,,,0,,0,,1,,0,,0,6326,121168,,,"Sir William Lawrence Young, 3rd Baronet",Q61767579,Anna Louisa Tuffnell,Q75497584
Q26698876,James Praed,James,Praed,male,1779,1837,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,7144,578764,,,William Praed,Q17180847,Elizabeth Backwell,Q76370284
Q5080112,Charles Ewan Law,Charles,Ewan Law,male,1792,1850,1835,1850,4,0,,0,,,0,,0,,1,,0,,0,6972,27565,,16140,"Edward Law, 1st Baron Ellenborough",Q2704730,"Anne Law, Lady Ellenborough",Q75363814
Q26719030,Richard Eaton,Richard,Eaton,male,1806,1847,1835,1847,3,0,,0,,,0,,0,,0,,0,,0,6748,,,,,,,
Q24573112,David Lewis,David,Lewis,male,1797,1872,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,6981,,,,,,,
Q26719583,Peter Kirk,Peter,Kirk,male,1800,1856,1835,1847,3,0,Conservative Party,0,,,0,,0,,0,,0,,0,7462,,,,,,,
Q6141047,James Pattison,James,Pattison,male,1786,1849,1835,1849,4,0,,0,,,0,,0,,0,,0,,0,5340,,,,,,,
Q23018867,"Sir James Charles Chatterton, 3rd Baronet",James,Charles Chatterton,male,1794,1874,1835,1852,2,0,,0,,,0,,0,,1,,0,,0,3487,364558,,,"Sir James Chatterton, 1st Baronet",Q22312852,Rebecca Lane,Q75864115
Q26722241,Joseph Leycester,Joseph,Leycester,male,1784,1859,1835,1835,1,0,,0,,,0,,0,,0,,0,,0,4713,,,,,,,
Q7327444,Richard Longfield,Richard,Longfield,male,1802,1889,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,4750,354783,,,John Longfield,Q75644556,,
Q15456236,William Williams,William,Williams,male,1788,1865,1835,1865,7,0,,0,,,0,,0,,0,,0,,0,7356,,,46699,,,,
Q7527964,"Sir John Neeld, 1st Baronet",John,Neeld,male,1805,1891,1835,1868,7,0,,0,,,0,,0,,1,,0,,0,5189,2604,,,,,,
Q21548870,Wilson Jones,Wilson,Jones,male,1795,1864,1835,1841,2,0,,0,,,0,,0,,0,,0,,0,6947,,,,,,,
Q8004924,"William Bagot, 3rd Baron Bagot",William,Bagot,male,1811,1887,1835,1852,4,0,Conservative Party,0,,,0,,0,,1,,0,,0,6506,27304,,,"William Bagot, 2nd Baron Bagot",Q8004922,Lady Louisa Legge,Q75271300
Q2310454,"Sir George Harpur Crewe, 8th Baronet",George,Harpur Crewe,male,1795,1844,1835,1841,2,0,,0,,,0,,0,,1,,0,,0,3628,654081,,,"Sir Henry Crewe, 7th Baronet",Q7527122,,
Q21548624,John Fector,John,Fector,male,1812,1868,1835,1838,2,0,,0,,,0,,0,,0,,0,,0,3938,,,,,,,
Q26161199,John Barneby,John,Barneby,male,1799,1846,1835,1846,3,0,Conservative Party,0,,,0,,0,,1,,0,,0,3108,689865,,,,,,
Q8018324,William Sharman Crawford,William,Sharman Crawford,male,1781,1861,1835,1852,3,0,,0,,,0,,0,,1,,0,,0,6685,366908,,6648,William Sharman,Q106319388,,
Q26389140,Hewitt Bridgeman,Hewitt,Bridgeman,male,,1853,1835,1847,3,0,,0,,,0,,0,,0,,0,,0,6587,,,,,,,
Q26259813,John Payne Elwes,John,Payne Elwes,male,1798,1849,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,3876,398684,,,,,,
Q7795132,Thomas William Bramston,Thomas,William Bramston,male,1796,1871,1835,1865,7,0,Conservative Party,0,,,0,,0,,1,,0,,0,3321,215792,,,Thomas Gardiner Bramston,Q21832728,Marie-Anne Blaauw,Q75817300
Q8020116,William Webb Follett,William,Webb Follett,male,1796,1845,1835,1845,3,0,,0,,,0,,0,,1,,0,,0,9094,126398,,9796,Benjamin Follett,Q75413511,Ann Webb,Q75413514
Q334239,Thomas Wakley,Thomas,Wakley,male,1795,1862,1835,1852,4,0,,0,,,0,,0,,0,,0,,0,6109,,,28425,,,,
Q26386780,Colin Dunlop,Colin,Dunlop,male,1775,1837,1835,1836,1,0,,0,,,0,,0,,0,,0,,0,3818,,,,,,,
Q6219112,John Angerstein,John,Angerstein,male,1774,1858,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,3026,78929,,,John Julius Angerstein,Q3809383,Ann Muilman,Q76270241
Q11801634,John Willis Fleming,John,Willis Fleming,male,1781,1844,1835,1842,3,0,,0,,,0,,0,,1,,0,,0,6785,343202,,,,,,
Q5482311,Francis Robert Bonham,Francis,Robert Bonham,male,1785,1863,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,3255,341067,,37207,Francis Warren Bonham,Q75802569,Mary Anne Leslie,Q75802593
Q7527285,"Sir Howard Elphinstone, 2nd Baronet",Howard,Elphinstone,male,1804,1893,1835,1847,2,0,,0,,,0,,0,,1,,0,,0,6756,398197,,,"Sir Howard Elphinstone, 1st Baronet",Q7527284,Frances Warburton,Q75911317
Q17279134,Rowland Alston,Rowland,Alston,male,1782,1865,1835,1841,2,0,,0,,,0,,0,,1,,0,,0,3010,,,,Thomas Alston,Q75407957,Elizabeth Raynsford,Q96091409
Q15526928,Arthur Chichester,Arthur,Chichester,male,1777,1866,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,3497,,,,,,,
Q26252270,Alexander Chisholm,Alexander,Chisholm,male,1810,1838,1835,1838,2,0,Conservative Party,0,,,0,,0,,1,,0,,0,9087,219885,,,"William Chisholm, The Chisholm",Q75572454,Elizabeth Macdonell,Q75572478
Q5455706,Fitzroy Kelly,Fitzroy,Kelly,male,1796,1880,1835,1866,8,0,,0,,,0,,0,,1,,0,,0,6950,96341,,15295,,,,
Q13529907,"Sir William Geary, 3rd Baronet",William,Geary,male,1810,1877,1835,1838,2,0,Conservative Party,0,,,0,,0,,0,,0,,0,4077,,,,,,,
Q21548703,Morgan O'Connell,Morgan,O'Connell,male,1811,1875,1835,1852,4,0,,0,,,0,,0,,1,,1,Morgan O'Connell | Maurice O'Connell | Daniel O'Connell | John O'Connell,1,5246,351233,,,John O'Connell,Q75829225,Elizabeth Coppinger,Q75829231
Q26258146,David Carruthers,David,Carruthers,male,,1835,1835,1835,1,0,,0,,,0,,0,,0,,0,,0,3450,,,,,,,
Q4670375,Thomas Perronet Thompson,Thomas,Perronet Thompson,male,1783,1869,1835,1859,3,0,,0,,,0,,0,,0,,0,,0,7276,,,27280,Thomas Thompson,Q7794435,,
Q26689908,Henry Thomas,Henry,Thomas,male,1785,1858,1835,1841,2,0,,0,,,0,,0,,0,,0,,0,7270,,,,,,,
Q26386725,John Fergus,John,Fergus,male,1796,1865,1835,1859,4,0,,0,,,0,,0,,0,,0,,0,3947,,,,,,,
Q26758597,Andrew Lawson,Andrew,Lawson,male,1800,1853,1835,1847,2,0,Conservative Party,0,,,0,,0,,0,,0,,0,6974,,,,,,,
Q7324261,Richard Bootle-Wilbraham,Richard,Bootle-Wilbraham,male,1801,1844,1835,1844,3,0,,0,,,0,,0,,1,,0,,0,6199,179302,,,"Edward Bootle-Wilbraham, 1st Baron Skelmersdale",Q5341948,Mary Elizabeth Taylor,Q75271614
Q26265339,Thomas Corbett,Thomas,Corbett,male,1796,1868,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,6674,77801,,,,,,
Q21548534,Edmund Lechmere Charlton,Edmund,Lechmere Charlton,male,1789,1845,1835,1837,1,0,,0,,,0,,0,,1,,0,,0,3482,495880,,,Nicholas Lechmere Charlton,Q26451783,Susannah Case,Q76051228
Q8013597,"Sir William Brabazon, 2nd Baronet",William,Brabazon,male,1779,1840,1835,1840,2,0,,0,,,0,,0,,1,,0,,0,2028,177516,,,"Sir Anthony Brabazon, 1st Baronet",Q62027454,Anne Molyneux,Q75497043
Q7146223,Patrick Chalmers,Patrick,Chalmers,male,1802,1854,1835,1842,3,0,,0,,,0,,0,,0,,0,,0,3473,,,5032,,,,
Q5257152,Denis Caulfield Brady,Denis,Caulfield Brady,male,1804,1886,1835,1837,1,0,,0,,,0,,0,,0,,0,,0,1966,,,,,,,
